City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
644,Waltershausen,DE,35.46,broken clouds,50.9,10.5667,AHORN Berghotel Friedrichroda
645,Xinqing,CN,13.01,overcast clouds,48.2333,129.5,
646,Camabatela,AO,62.73,light rain,-8.1881,15.375,Pensão E Restaurantes
647,Okhotsk,RU,-12.73,few clouds,59.3833,143.3,
648,Havre,FR,46.17,broken clouds,49.5833,0.3333,gite bois jourdain
649,Ilhabela,BR,72.95,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
650,Antalaha,MG,73.76,light rain,-14.9003,50.2788,Hotel Vitasoa
651,Gao,ML,74.77,few clouds,16.6362,1.637,
652,Boden,SE,-5.8,broken clouds,65.8252,21.6886,Quality Hotel Bodensia
653,Kronshagen,DE,39.09,overcast clouds,54.3433,10.0994,ATLANTIC Hotel Kiel
654,Zlobin,HR,36.7,few clouds,45.2924,14.6541,Hotel Bitoraj Fuzine
655,Roma,US,40.12,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
656,San Patricio,US,81.54,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
657,Clarence Town,AU,71.35,overcast clouds,-32.5833,151.7833,River Downs Cottage
658,Kieta,PG,82.81,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
659,Madimba,TZ,77.25,light rain,-10.4,40.3333,
660,Suna,RU,-0.96,few clouds,57.8338,50.0588,
661,Ternate,ID,82.24,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
662,Nova Olinda Do Norte,BR,77.04,scattered clouds,-3.8881,-59.0942,Jardim Paiva Hotel
663,Preobrazheniye,RU,39.72,overcast clouds,42.9019,133.9064,Campsite Orlan
664,Mabaruma,GY,73.85,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
665,Liku,ID,77.67,light rain,-0.7275,119.8922,Wahyu
